Mod:Item:MetaData, Localized Name
StorageDrawers:fullDrawers4:0, Oak Drawers 2x2
StorageDrawers:fullDrawers4:1, Spruce Drawers 2x2
StorageDrawers:fullDrawers4:2, Birch Drawers 2x2
StorageDrawers:fullDrawers4:3, Jungle Drawers 2x2
StorageDrawers:fullDrawers4:4, Acacia Drawers 2x2
StorageDrawers:fullDrawers4:5, Dark Oak Drawers 2x2
StorageDrawers:halfDrawers2:0, Compact Oak Drawers 1x2
StorageDrawers:halfDrawers2:1, Compact Spruce Drawers 1x2
StorageDrawers:halfDrawers2:2, Compact Birch Drawers 1x2
StorageDrawers:halfDrawers2:3, Compact Jungle Drawers 1x2
StorageDrawers:halfDrawers2:4, Compact Acacia Drawers 1x2
StorageDrawers:halfDrawers2:5, Compact Dark Oak Drawers 1x2
StorageDrawers:halfDrawers4:0, Compact Oak Drawers 2x2
StorageDrawers:halfDrawers4:1, Compact Spruce Drawers 2x2
StorageDrawers:halfDrawers4:2, Compact Birch Drawers 2x2
StorageDrawers:halfDrawers4:3, Compact Jungle Drawers 2x2
StorageDrawers:halfDrawers4:4, Compact Acacia Drawers 2x2
StorageDrawers:halfDrawers4:5, Compact Dark Oak Drawers 2x2
StorageDrawers:compDrawers, Compacting Drawer
StorageDrawers:controller, Drawer Controller
StorageDrawers:controllerSlave, Controller Slave
StorageDrawers:trim:0, Oak Trim
StorageDrawers:trim:1, Spruce Trim
StorageDrawers:trim:2, Birch Trim
StorageDrawers:trim:3, Jungle Trim
StorageDrawers:trim:4, Acacia Trim
StorageDrawers:trim:5, Dark Oak Trim
StorageDrawers:framingTable, Framing Table
StorageDrawers:fullCustom1, Framed Drawer
StorageDrawers:fullCustom2, Framed Drawers 1x2
StorageDrawers:fullCustom4, Framed Drawers 2x2
StorageDrawers:halfCustom2, Framed Drawers 1x2
StorageDrawers:halfCustom4, Framed Drawers 2x2
StorageDrawers:trimCustom, Framed Trim
thaumicbases:quicksilverBlock, Block of Quicksilver
thaumicbases:quicksilverBrick, Quicksilver Brick
thaumicbases:crystalBlock:0, Air Crystal Block
thaumicbases:crystalBlock:1, Fire Crystal Block
thaumicbases:crystalBlock:2, Water Crystal Block
thaumicbases:crystalBlock:3, Earth Crystal Block
thaumicbases:crystalBlock:4, Order Crystal Block
thaumicbases:crystalBlock:5, Entropy Crystal Block
thaumicbases:crystalBlock:6, Mixed Crystal Block
thaumicbases:crystalBlock:7, Tainted Crystal Block
thaumicbases:blockSalisMundus, Salis Mundus Block
thaumicbases:thauminiteBlock, Block of Thauminite
thaumicbases:pyrofluid:0, Pyrofluid
thaumicbases:pyrofluid:1, Pyrofluid
thaumicbases:pyrofluid:2, Pyrofluid
thaumicbases:pyrofluid:3, Pyrofluid
thaumicbases:pyrofluid:4, Pyrofluid
thaumicbases:pyrofluid:5, Pyrofluid
thaumicbases:pyrofluid:6, Pyrofluid
thaumicbases:pyrofluid:7, Pyrofluid
thaumicbases:pyrofluid:15, Pyrofluid
thaumicbases:eldritchArk, Gold Etched Obsidian
thaumicbases:ironGreatwood, Iron Framed Greatwood
thaumicbases:plax, Plax Crop
thaumicbases:aureliaPetal, Aurelia Petal
thaumicbases:aurelia, Aurelia
thaumicbases:metalleat, Metalleat Crop
thaumicbases:lucrite, Lucrite Crop
thaumicbases:knose, Rosa Mysteria
thaumicbases:sweed, Sweed Crop
thaumicbases:lazullia, Lazullia Crop
thaumicbases:rainbowCactus, Rainbow Cacti
thaumicbases:redlonStem, Redlon Stem
thaumicbases:ashroom, Primal Shroom
thaumicbases:flaxium, Fluxium
thaumicbases:glieonia, Glieonia Crop
thaumicbases:briar, Briar
thaumicbases:tobacco, Tobacco Crop
thaumicbases:voidPlant, Void Crop
thaumicbases:spike:0, Iron Spikes
thaumicbases:spike:2, Thaumic Spikes
thaumicbases:spike:4, Void Spikes
thaumicbases:overchanter, Overchanting Table
thaumicbases:goldenOakSapling:0, Golden Oak Sapling
thaumicbases:goldenOakSapling:1, Peaceful Sapling
thaumicbases:goldenOakSapling:2, Nether Sapling
thaumicbases:goldenOakSapling:3, Ender Sapling
thaumicbases:genLeaves:0, Golden Oak Leaves
thaumicbases:genLeaves:1, Peaceful Leaves
thaumicbases:genLeaves:2, Nether Leaves
thaumicbases:genLeaves:3, Ender Leaves
thaumicbases:cryingObsidian, Crying Obsidian
thaumicbases:oldCobble, Ancient Cobblestone
thaumicbases:oldCobbleMossy, Ancient Mossy Cobblestone
thaumicbases:oldGravel, Ancient Gravel
thaumicbases:advAlchFurnace, Advanced Alchemical Furnace
thaumicbases:entityDeconstructor, Entity Deconstructor
thaumicbases:oldBrick, Ancient Bricks
thaumicbases:oldLapis, Ancient Lapis Lazuli Block
thaumicbases:oldIron, Ancient Iron Block
thaumicbases:oldGold, Ancient Gold Block
thaumicbases:oldDiamond, Ancient Diamond Block
thaumicbases:genLogs:0, Peaceful Wood
thaumicbases:genLogs:1, Nether Wood
thaumicbases:genLogs:2, Ender Wood
thaumicbases:nodeManipulator, Node Manipulator
thaumicbases:genericSlab:0, Gold Etched Obsidian Slab
thaumicbases:genericSlab:1, Ancient Brick Slab
thaumicbases:genericSlab:2, Ancient Cobblestone Slab
thaumicbases:genericSlab:3, Ancient Mossy Cobblestone Slab
thaumicbases:genericSlab:4, Ancient Diamond Slab
thaumicbases:genericSlab:5, Ancient Gold Slab
thaumicbases:genericSlab:6, Ancient Iron Slab
thaumicbases:genericSlab:7, Ancient Lapis Lazuli Slab
thaumicbases:genericSlab_full:0, Gold Etched Obsidian Slab
thaumicbases:genericSlab_full:1, Ancient Brick Slab
thaumicbases:genericSlab_full:2, Ancient Cobblestone Slab
thaumicbases:genericSlab_full:3, Ancient Mossy Cobblestone Slab
thaumicbases:genericSlab_full:4, Ancient Diamond Slab
thaumicbases:genericSlab_full:5, Ancient Gold Slab
thaumicbases:genericSlab_full:6, Ancient Iron Slab
thaumicbases:genericSlab_full:7, Ancient Lapis Lazuli Slab
thaumicbases:crystalSlab:0, Air Crystal Slab
thaumicbases:crystalSlab:1, Fire Crystal Slab
thaumicbases:crystalSlab:2, Water Crystal Slab
thaumicbases:crystalSlab:3, Earth Crystal Slab
thaumicbases:crystalSlab:4, Order Crystal Slab
thaumicbases:crystalSlab:5, Entropy Crystal Slab
thaumicbases:crystalSlab:6, Mixed Crystal Slab
thaumicbases:crystalSlab:7, Tainted Crystal Slab
thaumicbases:crystalSlab_full:0, Air Crystal Slab
thaumicbases:crystalSlab_full:1, Fire Crystal Slab
thaumicbases:crystalSlab_full:2, Water Crystal Slab
thaumicbases:crystalSlab_full:3, Earth Crystal Slab
thaumicbases:crystalSlab_full:4, Order Crystal Slab
thaumicbases:crystalSlab_full:5, Entropy Crystal Slab
thaumicbases:crystalSlab_full:6, Mixed Crystal Slab
thaumicbases:crystalSlab_full:7, Tainted Crystal Slab
thaumicbases:relocator:0, Thaumic Relocator
thaumicbases:relocator:6, Thaumic Relocator
thaumicbases:voidBlock, Void metal Block
thaumicbases:thaumicAnvil:0, Thaumium Anvil
thaumicbases:thaumicAnvil:1, Slightly Damaged Thaumium Anvil
thaumicbases:thaumicAnvil:2, Very Damaged Thaumium Anvil
thaumicbases:voidAnvil:0, Void metal Anvil
thaumicbases:voidAnvil:1, Slightly Damaged Void metal Anvil
thaumicbases:voidAnvil:2, Very Damaged Void metal Anvil
thaumicbases:enderPlanks, Ender Wood Planks
thaumicbases:nodeLinker, Node Linking Device
thaumicbases:campfire, Thaumaturge's Campfire
thaumicbases:brazier, Thaumaturge's Brazier
thaumicenergistics:thaumicenergistics.block.essentia.provider, Essentia Provider
thaumicenergistics:thaumicenergistics.block.infusion.provider, Infusion Provider
thaumicenergistics:thaumicenergistics.block.gear.box, Iron Gear Box
thaumicenergistics:thaumicenergistics.block.golem.gear.box, Thaumium Gear Box
thaumicenergistics:thaumicenergistics.block.essentia.cell.workbench, Essentia Cell Workbench
thaumicenergistics:thaumicenergistics.block.arcane.assembler, Arcane Assembler
thaumicenergistics:thaumicenergistics.block.knowledge.inscriber, Knowledge Inscriber
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber, Essentia Vibration Chamber
thaumicenergistics:thaumicenergistics.block.distillation.encoder, Distillation Pattern Encoder
ThermalDynamics:ThermalDynamics_0:0, Leadstone Fluxduct
ThermalDynamics:ThermalDynamics_0:1, Hardened Fluxduct
ThermalDynamics:ThermalDynamics_0:2, Redstone Energy Fluxduct
ThermalDynamics:ThermalDynamics_0:3, Redstone Energy Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:4, Resonant Fluxduct
ThermalDynamics:ThermalDynamics_0:5, Resonant Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_0:6, Cryo-Stabilized Fluxduct
ThermalDynamics:ThermalDynamics_0:7, Cryo-Stabilized Fluxduct (Empty)
ThermalDynamics:ThermalDynamics_16:0, Temperate Fluiduct
ThermalDynamics:ThermalDynamics_16:1, Temperate Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:2, Hardened Fluiduct
ThermalDynamics:ThermalDynamics_16:3, Hardened Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:4, Flux-Plated Fluiduct
ThermalDynamics:ThermalDynamics_16:5, Flux-Plated Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_16:6, Super-Laminar Fluiduct
ThermalDynamics:ThermalDynamics_16:7, Super-Laminar Fluiduct (Opaque)
ThermalDynamics:ThermalDynamics_32:0, Itemduct
ThermalDynamics:ThermalDynamics_32:1, Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:2, Impulse Itemduct
ThermalDynamics:ThermalDynamics_32:3, Impulse Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:4, Warp Itemduct
ThermalDynamics:ThermalDynamics_32:5, Warp Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_32:6, Fluctuating Itemduct
ThermalDynamics:ThermalDynamics_32:7, Fluctuating Itemduct (Opaque)
ThermalDynamics:ThermalDynamics_48:0, Structuralduct (Opaque)
ThermalDynamics:ThermalDynamics_48:1, Luxduct
ThermalDynamics:ThermalDynamics_64:0, Viaduct
ThermalDynamics:ThermalDynamics_64:1, Long Range Viaduct
ThermalDynamics:ThermalDynamics_64:2, Long Range Linking Viaduct
ThermalDynamics:ThermalDynamics_64:3, Viaduct (Untreated)
TMechworks:RedstoneMachine:0, Drawbridge
TMechworks:RedstoneMachine:1, Igniter
TMechworks:RedstoneMachine:2, Advanced Drawbridge
TMechworks:RedstoneMachine:3, Extended Drawbridge
TMechworks:Dynamo, Dynamo
TMechworks:SignalBus, tile.tmechworks.signalbus.name
TMechworks:SignalTerminal, tile.tmechworks.signalterminal.name
TMechworks:MeshFilter:0, Empty Mesh Filter
TMechworks:MeshFilter:1, Wide Mesh Filter
TMechworks:MeshFilter:2, Slat Mesh Filter
TMechworks:MeshFilter:3, Mesh Filter
TMechworks:MeshFilter:4, Fine Mesh Filter
TravellersGear:armorstand, Armor Stand
treeGrowingSimulator:clocktwerkEngine, Clocktwerk Engine
TSteelworks:molten.limestone, Molten Limestone
TSteelworks:liquid.cement, Wet Cement
TSteelworks:HighOven:0, High Oven Controller
TSteelworks:HighOven:1, Scorched Drain
TSteelworks:HighOven:2, Scorched Bricks
TSteelworks:HighOven:3, Creepy Scorched Bricks
TSteelworks:HighOven:4, Scorched Stone
TSteelworks:HighOven:5, Scorched Cobblestone
TSteelworks:HighOven:6, Scorched Paver
TSteelworks:HighOven:7, Cracked Scorched Bricks
TSteelworks:HighOven:8, Scorched Road
TSteelworks:HighOven:9, Fancy Scorched Bricks
TSteelworks:HighOven:10, Chiseled Scorched Bricks
TSteelworks:HighOven:12, Scorched Duct
TSteelworks:HighOven:13, Deep Tank Controller
TSteelworks:ScorchedSlab:0, Scorched Bricks Slab
TSteelworks:ScorchedSlab:1, Creepy Scorched Slab
TSteelworks:ScorchedSlab:2, Scorched Stone Slab
TSteelworks:ScorchedSlab:3, Scorched Cobblestone Slab
TSteelworks:ScorchedSlab:4, Scorched Paver Slab
TSteelworks:ScorchedSlab:5, Cracked Scorched Bricks Slab
TSteelworks:ScorchedSlab:6, Scorched Road Slab
TSteelworks:ScorchedSlab:7, Fancy Scorched Slab
TSteelworks:dustStorage:0, Block of Gunpowder
TSteelworks:dustStorage:1, Sugar Cube
TSteelworks:Limestone:0, Limestone
TSteelworks:Limestone:1, Limestone Cobble
TSteelworks:Limestone:2, Limestone Bricks
TSteelworks:Limestone:3, Cracked Limestone Bricks
TSteelworks:Limestone:4, Limestone Paver
TSteelworks:Limestone:5, Limestone Road
TSteelworks:Limestone:6, Fancy Limestone Bricks
TSteelworks:Limestone:7, Chiseled Limestone Bricks
TSteelworks:Limestone:8, Creepy Limestone Bricks
TSteelworks:LimestoneSlab:0, Limestone Slab
TSteelworks:LimestoneSlab:1, Limestone Cobble Slab
TSteelworks:LimestoneSlab:2, Limestone Bricks Slab
TSteelworks:LimestoneSlab:3, block.limestone.slab.cracked.name
TSteelworks:LimestoneSlab:4, Limestone Paver Slab
TSteelworks:LimestoneSlab:5, Limestone Road Slab
TSteelworks:LimestoneSlab:6, Fancy Limestone Slab
TSteelworks:LimestoneSlab:7, Chiseled Limestone Slab
TSteelworks:Cement:0, White Cement
TSteelworks:Cement:1, Orange Cement
TSteelworks:Cement:2, Magenta Cement
TSteelworks:Cement:3, Light Blue Cement
TSteelworks:Cement:4, Yellow Cement
TSteelworks:Cement:5, Lime Green Cement
TSteelworks:Cement:6, Pink Cement
TSteelworks:Cement:7, Gray Cement
TSteelworks:Cement:8, Light Gray Cement
TSteelworks:Cement:9, Cyan Cement
TSteelworks:Cement:10, Purple Cement
TSteelworks:Cement:11, Blue Cement
TSteelworks:Cement:12, Brown Cement
TSteelworks:Cement:13, Green Cement
TSteelworks:Cement:14, Red Cement
TSteelworks:Cement:15, Black Cement
TSteelworks:tile.Machine.Turbine, Steam Turbine
TSteelworks:blockCharcoal, Block of Charcoal
witchery:belladonna, Belladonna
witchery:mandrake, Mandrake
witchery:artichoke, Water Artichoke
witchery:snowbell, Snowbell
witchery:wormwood, Wormwood
witchery:mindrake, Minedrake
witchery:wolfsbane, Wolfsbane
witchery:garlicplant, Garlic
witchery:witchsapling:0, Rowan Sapling
witchery:witchsapling:1, Alder Sapling
witchery:witchsapling:2, Hawthorn Sapling
witchery:witchlog:0, Rowan Wood
witchery:witchlog:1, Alder Wood
witchery:witchlog:2, Hawthorn Wood
witchery:witchleaves:0, Rowan Leaves
witchery:witchleaves:1, Alder Leaves
witchery:witchleaves:2, Hawthorn Leaves
witchery:voidbramble, Void Bramble
witchery:bramble:0, Ender Bramble
witchery:bramble:1, Wild Bramble
witchery:glintweed, Glint Weed
witchery:spanishmoss, Spanish Moss
witchery:leapinglily, Leaping Lily
witchery:plantmine:0, Poppy of Webs
witchery:plantmine:1, Poppy of Ink
witchery:plantmine:2, Poppy of Thorns
witchery:plantmine:3, Poppy of Sprouting
witchery:plantmine:4, Dandelion of Webs
witchery:plantmine:5, Dandelion of Ink
witchery:plantmine:6, Dandelion of Thorns
witchery:plantmine:7, Dandelion of Sprouting
witchery:plantmine:8, Shrub of Webs
witchery:plantmine:9, Shrub of Ink
witchery:plantmine:10, Shrub of Thorns
witchery:plantmine:11, Shrub of Sprouting
witchery:embermoss, Ember Moss
witchery:crittersnare:0, Critter Snare
witchery:grassper, Grassper
witchery:bloodrose, Blood Poppy
witchery:somniancotton, Wispy Cotton
witchery:web, Web
witchery:vine, Vine
witchery:cactus, Cactus
witchery:lilypad, tile.lilypad.name
witchery:demonheart, Demon Heart
witchery:wolfhead:0, Wolf Head
witchery:wolfhead:1, Hellhound Head
witchery:witchwood:0, Rowan Planks
witchery:witchwood:1, Alder Planks
witchery:witchwood:2, Hawthorn Planks
witchery:stairswoodrowan, Rowan Stairs
witchery:stairswoodalder, Alder Stairs
witchery:stairswoodhawthorn, Hawthorn Stairs
witchery:witchwoodslab:0, Rowan Slab
witchery:witchwoodslab:1, Alder Slab
witchery:witchwoodslab:2, Hawthorn Slab
witchery:witchwooddoubleslab:0, Rowan Slab
witchery:witchwooddoubleslab:1, Alder Slab
witchery:witchwooddoubleslab:2, Hawthorn Slab
witchery:rowanwooddoor, Rowan Wood Door
witchery:alderwooddoor, Alder Wood Door
witchery:chalice, Chalice
witchery:candelabra, Candelabra
witchery:placeditem, tile.witchery:placeditem.name
witchery:alluringskull, Alluring Skull
witchery:wickerbundle:0, Wicker Bundle
witchery:wickerbundle:1, Bloodied Wicker Bundle
witchery:glowglobe, Glow Globe
witchery:statuegoddess, Statue of The Goddess
witchery:stockade:0, Oak Stockade
witchery:stockade:1, Spruce Stockade
witchery:stockade:2, Birch Stockade
witchery:stockade:3, Jungle Stockade
witchery:stockade:4, Rowan Stockade
witchery:stockade:5, Alder Stockade
witchery:stockade:6, Hawthorn Stockade
witchery:stockade:7, Acacia Stockade
witchery:stockade:8, Dark Oak Stockade
witchery:icestockade:0, Ice Stockade
witchery:perpetualice, Perpetual Ice
witchery:icedoor, Ice Door
witchery:icestairs, Ice Stairs
witchery:iceslab:0, Ice Slab
witchery:icedoubleslab:0, Ice Slab
witchery:icefence, Ice Fence
witchery:icefencegate, Ice Gate
witchery:icepressureplate, Ice Pressure Plate
witchery:snowpressureplate, Snow Pressure Plate
witchery:snowstairs, Snow Stairs
witchery:snowslab:0, Snow Slab
witchery:snowdoubleslab:0, Snow Slab
witchery:infinityegg, Infinity Egg
witchery:slurp, tile.witchery:slurp.name
witchery:pitdirt, Dirt
witchery:pitgrass, Grass
witchery:garlicgarland, Garlic Garland
witchery:bloodedwool, Blood-stained Wool
witchery:shadedglass:0, White Shaded Glass
witchery:shadedglass:1, Orange Shaded Glass
witchery:shadedglass:2, Magenta Shaded Glass
witchery:shadedglass:3, Light Blue Shaded Glass
witchery:shadedglass:4, Yellow Shaded Glass
witchery:shadedglass:5, Lime Shaded Glass
witchery:shadedglass:6, Pink Shaded Glass
witchery:shadedglass:7, Gray Shaded Glass
witchery:shadedglass:8, Silver Shaded Glass
witchery:shadedglass:9, Cyan Shaded Glass
witchery:shadedglass:10, Purple Shaded Glass
witchery:shadedglass:11, Blue Shaded Glass
witchery:shadedglass:12, Brown Shaded Glass
witchery:shadedglass:13, Green Shaded Glass
witchery:shadedglass:14, Red Shaded Glass
witchery:shadedglass:15, Black Shaded Glass
witchery:shadedglass_active:0, White Shaded Glass
witchery:shadedglass_active:1, Orange Shaded Glass
witchery:shadedglass_active:2, Magenta Shaded Glass
witchery:shadedglass_active:3, Light Blue Shaded Glass
witchery:shadedglass_active:4, Yellow Shaded Glass
witchery:shadedglass_active:5, Lime Shaded Glass
witchery:shadedglass_active:6, Pink Shaded Glass
witchery:shadedglass_active:7, Gray Shaded Glass
witchery:shadedglass_active:8, Silver Shaded Glass
witchery:shadedglass_active:9, Cyan Shaded Glass
witchery:shadedglass_active:10, Purple Shaded Glass
witchery:shadedglass_active:11, Blue Shaded Glass
witchery:shadedglass_active:12, Brown Shaded Glass
witchery:shadedglass_active:13, Green Shaded Glass
witchery:shadedglass_active:14, Red Shaded Glass
witchery:shadedglass_active:15, Black Shaded Glass
witchery:mirrorwall, Mirror Surface
witchery:refillingchest, Chest
witchery:force, Solid
witchery:tormentstone, Torment Stone
witchery:barrier, Barrier
witchery:leechchest, Leech Chest
witchery:altar, Altar
witchery:kettle, Kettle
witchery:poppetshelf, Poppet Shelf
witchery:dreamcatcher, Dream Weaver
witchery:crystalball, Crystal Ball
witchery:spiritportal, Spirit Portal
witchery:tormentportal, Torment Portal
witchery:spinningwheel, Spinning Wheel
witchery:brazier, Brazier
witchery:witchesovenidle, Witches Oven
witchery:witchesovenburning, Witches Oven
witchery:fumefunnel, Fume Funnel
witchery:filteredfumefunnel, Filtered Fume Funnel
witchery:distilleryidle, Distillery
witchery:distilleryburning, Distillery
witchery:scarecrow, Scarecrow
witchery:trent, Trent Effigy
witchery:witchsladder, Witch's Ladder
witchery:decurseteleport, Statue of Occluded Summons
witchery:decursedirected, Statue of Broken Curses
witchery:statueofworship, Statue of Hobgoblin Patron
witchery:cauldron, Witch's Cauldron
witchery:wolfaltar, Wolf Altar
witchery:silvervat, Silver Vat
witchery:beartrap, Beartrap
witchery:wolftrap, Wolftrap
witchery:wallgen, tile.witchery:wallgen.name
witchery:coffinblock, Coffin
witchery:light, tile.witchery:light.name
witchery:daylightcollector, Sun Collector
witchery:bloodcrucible, Blood Crucible
witchery:mirrorblock, Mirror
witchery:mirrorblock2, Mirror
witchery:circle, Heart Glyph
witchery:circleglyphritual, Ritual Glyph
witchery:circleglyphotherwhere, Otherwhere Glyph
witchery:circleglyphinfernal, Infernal Glyph
witchery:spiritflowing, Flowing Spirit
witchery:hollowtears, Flowing Spirit
witchery:disease, Disease
witchery:brew, tile.witchery:brew.name
witchery:brewgas, tile.witchery:brewgas.name
witchery:brewliquid, tile.witchery:brewliquid.name
witchery:clever, Lever
witchery:cwoodendoor, Wooden Door
witchery:cwoodpressureplate, Pressure Plate
witchery:cstonepressureplate, Pressure Plate
witchery:csnowpressureplate, Snow Pressure Plate
witchery:cbuttonwood, Button
witchery:cbuttonstone, Button
WitchingGadgets:WG_WallMirror, Mirror on the Wall
WitchingGadgets:WG_VoidWalkway, Void Walkway
WitchingGadgets:WG_StoneDevice:0, Ethereal Wall
